productTitle,averageRating,reviewTitle,reviewDescription,reviewAuthor,reviewAt
JBL T 26C Bluetooth without Mic Headset,3.9,Expected a better product,Problem with Jack not able to connect to any mobile. This happens 2nd time for multiple jbl headphones. Sale better quality products with sufficient margin,Ramesh Kolukulapalli,"Jun, 2017"
JBL T 26C Bluetooth without Mic Headset,3.9,Terrific purchase,Good,Ajay Jat,"Jun, 2017"
JBL T 26C Bluetooth without Mic Headset,3.9,Moderate,Cable was not working within 2 months of use. Plus lack of service shops.,Niranjan Balchandani,"Jun, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Really Nice,Nice one,Flipkart Customer,"Nov, 2020"
JBL T 26C Bluetooth without Mic Headset,3.9,Must buy!,Itz long lasting,Jareesh  Ismail,"May, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Delightful,Lovely product. Qiality is little sub standard. Not worth thehe price,Flipkart Customer,"Nov, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Simply awesome,"A beautiful sturdy piece of a device with exceptional sound quality. Initially I was a bit skeptical about going for NU Republic JAXX 3, but decided to try it for once and trust me, I didn't repent even an inch after getting the product. The build quality of the headset is really sturdy. The audio output via the headphones is par excellence. The bass is deep and the treble is well defined. The call quality via the headphones is also wonderful. The headset comes packed inside a cardboard box a...",Anish Mandal,"Aug, 2019"
JBL T 26C Bluetooth without Mic Headset,3.9,Highly recommended,Aswm sound quality,Swarnali Bhattacharya,"May, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Good quality product,Good,Flipkart Customer,"Nov, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Must buy!,"These Bluetooth Earphones totally blew my mind for the price I paid. They were comfortable to wear, and I especially like the magnetic feature so I would never lose them. Super easy to set up with my phone, and the sound quality was great. Nothing to complain for this unbeatable price!",Alex Samuel,"Aug, 2019"
JBL T 26C Bluetooth without Mic Headset,3.9,Really Nice,In case wire breaks than just replace with new wires. It is repairable,Yashu  Dubey,"May, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Highly recommended,Wow,Flipkart Customer,"Oct, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Good,"Pro - overall sound quality bass is good leather cover free and portability,Perfect item for this price range.con - not good for the gym it comes out from ears,less noise cancellation, battery backup is quite less than other models. Ps if you are looking in 1000 segment nd only for sound than opt this else try boat 255 or MI.",Flipkart Customer,"Oct, 2019"
JBL T 26C Bluetooth without Mic Headset,3.9,Very Good,Sond and bass good but cable is not working after 1 year,anil mojidra,"May, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Just wow!,Very good product..,Deepa,"Oct, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Really Nice,Really Awesome Product.😍🥰.. I recommend 🎧this product for Best Quality 🤞in Best Price🤞 ...,SR. Kishore Kessar,"Aug, 2019"
JBL T 26C Bluetooth without Mic Headset,3.9,Could be way better,Not that good..  Slowly sound quality degrades and Got damaged within a year..  Prefer Sony,Rashmi  Bedmutha ,"May, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Wonderful,Nice product😍😍😍,Anju Ashok,"Oct, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Nice product,"I'm writing this review after a week of usage. Really great product at this price, build quality is little low but ok for this price, trust me music is very good if you adjust player settings. Not very high in bass but decent bass is there. Very good in balancing. Battery also very decent. If you use it for calls all day and 1hr music it can be used for a day. Really a great product. major con is it's making noice when idle. Rest all is perfect compared to many other products which are rangin...",Vivek C,"Sep, 2019"
JBL T 26C Bluetooth without Mic Headset,3.9,Awesome,Sound quality is good,Flipkart Customer,"May, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Did not meet expectations,very bad,Ravula Ravi,"Oct, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Just wow! Simply Amazing.,"Superb pair of wireless earphones.-Sound is amazing with in-ear wireless earplugs and you can feel the bass with every beat-Battery life of 8 hours can be used till 10 if you're listening at volume of 50%-Best part is the sport carry case, which helps me keep them tangle-free-In-ear fit helps me when I'm in Gym-Ear Stabilizers too adds up to itAll in all go for this without any second thought and you will be impressed.",Kritika Gupta,"Aug, 2019"
JBL T 26C Bluetooth without Mic Headset,3.9,Does the job,After few months 1head phone stopped working,vinay chand,"May, 2017"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Good,Design is cool but product is delicate... Lid is broken when my four year son stood on it,Padmaja Harihar,"Oct, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Pretty good,"as the first time i use it the right side was not working properly but after changing the earbuds its perfect😛 lets talk abt the soud quality its awesome no doubt and the looks is also good plain and simple black color gives it a good finishing, noise cancelation is also superb but the bass could be better but over all its a awesome product at this range..just go for it",Md. Rameez,"Aug, 2019"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Very Good,Nice one.,Flipkart Customer,"Oct, 2020"
Quick Shel 3D- CUTE CARTOON PINEAPPLE FOLDING STORAGE ORGANIZER CUM STOOL WITH INNER INFLATABLE STOOL PLUS AIR FILLED SOFT COMFORT SEAT WITH PUMP Living & Bedroom Stool,4.2,Value-for-money,Nice,Ankit Solanki,"Sep, 2020"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Terrific purchase,Firstly it's the best I ever used bluetooth headphones under 1500. Be sound quality or bass I am in love with it. Battery backup is more than 8hrs to my surprise. Bluetooth range is more than 30 ft in line. No disconnection issue. Built quality is fine and good noise cancelling and can wear it for long hrs without any discomfort. Just would like more colour options. Lastly go for it.,Shailendra  B,"Aug, 2019"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Excellent,This is great and the most comfortable earphones I have ever used. it's almost like they were made for my ears. the quality of the material is just right! I really liked it. the quality is amazing. they have an amazing bass!!!,Rahul Mannan,"Aug, 2019"
Nu Republic Jaxx 3- Black Bluetooth Headset,3.8,Just okay,"Headset is awesome. No problem about it. But flipcart delivery is too late. Good bass. Good battery backup. Good feel. Good quality... But after 2 months it's stop working completely not switching on also... After a month, the voice and all automatically changed into chainees...",Nikkhil  S V,"Oct, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Excellent - but not quite,"This phone has excellent specs - good processor, screen ok camera and excellent price. However, overall performance is not satisfactory. Overall you feel you are using a cheap product. A weak battery and network issues are also a concern. Its quite heavy too. I would say that its quite fine for the price in comparison to others but not worth all the hype around it. For the price, I would say go for a Lumia 535 or invest some more for an Xperia M. both of them are better packages and give peac...",Vidhu Mathur,"Dec, 2014"
"Redmi 1S (Metal Gray, 8 GB)",4.3,It's awesome product..,"Thanks to Flipkart to give us awesome product in our budget,Redmi 1s is superb product this phone touch is so cool,And camera clearity is so nice and also phone storage and ram.I am satisfied with this product.And thanks flipkart for great service.",pinkesh veerinfra,"Dec, 2014"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Amazing phone on Amazing Price,"I had a doubt initially when I was trying to register for the sale but after some consideration went ahead and bought it. And I don't regret my decision. The phone is amazing with best features in this price. Camera quality is Good for 8MP. The touch and feel is also good. Performance has been fine , its been almost 1 week since I bought it. There is one improvement I would suggest, the software patch for heating issue is available then why don't xiaomi send an updated phone. We still had to...",Deepak Gupta,"Dec, 2014"
Skullcandy Jib Headset with mic,4,Horrible,after one month one side not working,Ravin Kumar,"Jan, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Redmi 1S - Value for Money Smartphone!!,"Firstly, I was really impressed with the Phone's specs mentioned which is way above the level of competition phones in the market. Secondly, the Seller was very quick enough to deliver the product way before the date mentioned! Awesome seller!! Will be very happy to shop again & again with the same Seller anytime! Thanks a lot!",Rohit Khanna,"Dec, 2014"
Skullcandy Jib Headset with mic,4,Absolute rubbish!,Worst product.. it stoped working within one month.. when I tried to approach service centre they said it is counterfeited product,VedhA,"Jan, 2019"
Skullcandy Jib Headset with mic,4,Excellent,Nyc earphones,Chaitanya Thakur,"Jan, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Use this phone as land-line,"No doubt that specs & features at this price are nothing short of a miracle!But there are no free lunches either.You get impressive phone, cool features (not phone as it heats so much that you can use it as induction cooker base) at just Rs.5999 but battery drains so fast that you have to either sit in front of a charging base or carry power bank with you. Best to use it as a land-line phone!Another drawback is frequent application crashes. If Xiaomi is listening, they have to do something...",Prasad Krishnapurkar,"Dec, 2014"
Skullcandy Jib Headset with mic,4,Simply awesome,Nice earphones,Chaitanya Thakur,"Jan, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Great introduce of the anroid smart phone,Hey !! I loved it. I liked the moblie style and the themes and there is very good quality on the call..... :-) and the cost is in my budget.....I 'm happy....I loved the quazlity of the camera is awsome ....,Anjali Deshmukh,"Dec, 2014"
Skullcandy Jib Headset with mic,4,Good choice,worth of money.....I have alrady this earphone but I boughy again it.,Ravi Kumar,"Jan, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Redmi 1s ...the king of budget mobiles,Using this phone since one month and pretty satisfied with the performance. best phone at this price range...even does not look like a budget phone as the display pixels are quite good and Crystal clear.earlier observed lots of review about battery heating but after updating no issue seems.internet browsing is very fastthis phone fulfill all the requirements which are essential in an ideal phonelast but not the least: kho jae to koi gum nahi..for those who lost the phones frequently,Sanjeev Arya,"Dec, 2014"
Skullcandy Jib Headset with mic,4,Decent product,"Yes, sound of scullcandy is really awesome but go for more costy product of scullcandy.",Amitabha  Sarkar,"Jan, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Nice product- 100% satisfied,"Good product. I've updated the OS immediately. I'm using this product from 1 month . Till now , I dint face any kind of heating issue. Front cam is awesome. Rear cam is above avg.1 GB RAM and 8 GB ROM is fine for me. UI is mindblowing.100% worth for its price.",Ramesh Singampalli,"Dec, 2014"
Skullcandy Jib Headset with mic,4,Utterly Disappointed,price is so high,Flipkart Customer,"Jan, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Best value for money,"The phone works perfectly as expected. Has a little heating issue, but which smart phone doesn't. An awesome buy. Can't expect more for 6k.",Siddharth Naidu,"Dec, 2014"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Brilliant,Super.... Value for money....,Saravanan B,"Jul, 2017"
Skullcandy Jib Headset with mic,4,Super!,good,Siva Prasad Reddy,"Jan, 2019"
"Redmi 1S (Metal Gray, 8 GB)",4.3,Simply Superb,"Pros: Budget friendly, good processing speed, great camera, powerfull charger and good sound. Cons : Battery backup and some heating issues.This is truly an exceptional combination, great for developers.",Ajay Pyaraka,"Dec, 2014"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Simply awesome,"Got this for 38K, Thank you flipkart :)",AKHIL DEV,"Aug, 2020"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Terrific purchase,Delivered before time. Nice product. So good so far.Thanks,Vinod Nair,"Jul, 2017"
Skullcandy Jib Headset with mic,4,Best in the market!,Nice product,Amol,"Jan, 2019"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Fair,The earphones i got it is not working!,anuj sai,"Jun, 2020"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Wonderful,It is good product,Flipkart Customer,"Jul, 2017"
Skullcandy Jib Headset with mic,4,Nice product,sound quality is awesome......love it,Rajitha B,"Jan, 2019"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Excellent,"Fell in love with it. My first iOS powered device and, after using it I don’t think I’m gonna go back to android again.",Shivam Pathak,"Feb, 2020"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Sealed IPhone. on time delivery.Thanks,Delivered in actual apple packaging having plastic sheet wrapping. No complainsPhone is Great. Thanks Flipkart for on time delivery.,Rahul Giri,"Jul, 2017"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Slightly disappointed,Not so good.. wasted my heard earned money..battery ans canera not upto the mark.,Balasundharam Arumugam,"Jan, 2020"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Nice product,Very nice product,sudhakar yadav,"Jul, 2017"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Simply awesome,Overall the phone is good Just sometime it doesn’t ring during a call,sabrina  fernandes ,"Jul, 2019"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Best in the market!,Amazing flipkart Amazing apple,Ravi Bodani,"Jul, 2017"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Could be way better,Defective product at first. Took quite a while to get a functional replacement,Rupal Barman,"Jun, 2019"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Best in the market!,AwsMmmm   n No word 2 say ..,Flipkart Customer,"Jul, 2017"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Terrific,Everything is good except the charger stopped working on the 3rd day. So Now I have to go to the service Center because of someone’s fault.,Utkarsh Aman,"Apr, 2019"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Does the job,Good,Abhilash Nabigaru,"Jul, 2017"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Brilliant,"It’s bulky compared to X and XS, however it does the job. Good camera. Takes time to charge, could be better with fast charge feature.",Hemanth Kumar,"Apr, 2019"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Good choice,Nice phone while using 1 month,bharti  sanghvi ,"Jul, 2017"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Wonderful,the phone looks great. you should go for it. however you must keep a track of the courier facility,Rashmi Rai,"Apr, 2019"
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",4.4,Defective product,iPhone worked for 3 days. Later we couldn't turn it on. It has hardware issues now gone to Apple care for repair.,Flipkart Customer,"Jul, 2017"
"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)",4.6,Perfect product!,So happy with this product thanks flipkart.,Jhabar Sawale,"Mar, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Good,Just okay,Ahmed Ashhar,4 months ago
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Terrific,Love it. Value for Money device. Near stock android.Planning to purchase 1 more for myself.,KIRUBA PRABHAKARAN,4 months ago
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Nice product,If you are Motorola fan... Go for it 😜,Abhishek Karale,5 months ago
"Redmi 6 (Blue, 32 GB)",4.4,excelent,better then better,Sarbajit Ghosh,"Sep, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Fabulous!,Good phone,Vikki Tiwari,5 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Terrific,Good phone for normal usage.,kishore p,"Sep, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Does the job,GOOD,Flipkart Customer,5 months ago
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Don't waste your money,worst product ever bought from Flipkart.. Dont ever try to by JBL T110BT,Swapnil Srivastava,"Sep, 2018"
"Redmi 6 (Blue, 32 GB)",4.4,Best in the market!,very good products,Hanamanthagouda c  Patil,"Sep, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Wonderful,Nice phone,Sunil Kansotiya,5 months ago
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Great product,"Sound is excellent, it fits nicely in your ears, But you cannot wear helmet after wearing this, Only problem with this is sound lag while playing video.",Flipkart Customer,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Delightful,"A great ear phone and the sound quality is as per the standards of JBL. However, the base is not enough.Grey color also not looks that great.",Hare Ram,"Sep, 2018"
Beetel B25 Corded Landline Phone,4.1,Worth the money,Nice product it really working good,Flipkart Customer,4 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Wonderful,good,Sanjeev K,"Sep, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Good choice,The phone is good under mid-range and the quality is awesome.,Sairaj Salvi,5 months ago
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Waste of money!,"Poor quality, let down BoseDo not buy this product, useless,Full money waste.Flipkart should not send such poor quality products at such a high price.",Rajesh  Grover ,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Horrible,Worst product from JBL Purchased last month.It’s been 40 days and it has stopped workingPls don’t buy this product it’s a waste of money,Kanik Singh,"Sep, 2018"
Beetel B25 Corded Landline Phone,4.1,Nice product,Very good product,Ashok Vala,4 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Mind-blowing purchase,awesome,Raju Suklabaidya,"Sep, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Fabulous!,Good good,Himanshu Gupta,5 months ago
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Just okay,"Major drawback is that it can connect to only one Bluetooth device at a time. You have to disconnect the current device and pair the new device. In the world of multiple personal gadgets, this limitation is worst. What is the use of wearing hefty protruding plugs with ability to connect to only one device. Secondly, while on call, you can hear only from right bud. The justification provided in manual is to allow you to be aware of surroundings. But the music plays on both buds. There ...",Flipkart Customer,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Fair,it's not a pure bass it's poor bass,S M Harish Kollipara,"Sep, 2018"
Beetel B25 Corded Landline Phone,4.1,Great product,Product is worthy,Flipkart Customer,4 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Brilliant,Good,Shubham Patil,"Sep, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Worth every penny,Good camera phone in this range.,Sangram Singh,5 months ago
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Classy product,Just WOW,Kashyap Dhruv,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Hated it!,very Bad,Flipkart Customer,"Sep, 2018"
Beetel B25 Corded Landline Phone,4.1,Very Good,Nice product 👍,Flipkart Customer,4 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Fabulous!,very nice product,Flipkart Customer,"Sep, 2019"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.3,Must buy!,Nice mobile,Mahendra Singh,5 months ago
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Bad quality,Apple airpods is much better then bose This is only for the people who wants a low sound wireless headphone. Battery backup is also poor not play music more than 2hours . Worthless product.,Daksh Trivedi,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Great product,worth buying ..value for money,Flipkart Customer,"Sep, 2018"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Must buy!,"very very most likely products , extra bass,  hd voice clearly",Nilesh  Shikhare ,"Oct, 2019"
Beetel B25 Corded Landline Phone,4.1,Utterly Disappointed,This product is very bad. When i unboxed it was not in working condition,Flipkart Customer,4 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Super!,gud... ?,nimish chandra,"Sep, 2019"
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Really Nice,it's quite good😊,Dileepkumar k,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Must buy!,Nice product,Hardik  Patel ,"Sep, 2018"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Must buy!,It is more than my expectation,Flipkart Customer,"Oct, 2019"
Beetel B25 Corded Landline Phone,4.1,Great product,Nice product,Kejal bhatt,4 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Just wow!,better.,Manish Kumar jha,"Sep, 2019"
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Terrific,If you are really confused in choosing the best earbuds for your hardcore training- Stop here and buy these! You will never regret!,bhaskar chatrathi,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Useless product,Music sound quality is poor & calling sound quality is very very poor. Not satisfied from that product what I expected from JBL Brand.,Nilkantha Chakraborty,"Sep, 2018"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Super!,very good,Dileep Kannan,"Oct, 2019"
Beetel B25 Corded Landline Phone,4.1,Brilliant,Nice 👍👍🙂,Anmol Datt,4 months ago
"Redmi 6 (Blue, 32 GB)",4.4,Worth every penny,awesome product :),Flipkart Customer,"Sep, 2019"
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Highly recommended,I will update review soon. awesome sound. And no audio video sync issues. Cheers,Manoj Kumar,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Worthless,flipkart is chet to coustomer retun policy is not avallable this third cless product pless dont bue is not conet my phone baad prouduct same,Jakir  shaikh,"Sep, 2018"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Highly recommended,great product in such low price(I got in big billion day)Only One issue or consider two..the buttons needs hard to press (kinda annoying)and Everytime it restarts it doesn't remember the last sound setting of volumes .Other than the Sound quality is very good ...enough loud compare to it's size(pocket friendly) bass is ok ok..build quality is fair enough (light weight -a plus point at least for me).overall must buy for mid users,Prashant Raj,"Oct, 2019"
Beetel B25 Corded Landline Phone,4.1,Decent product,"Good one, but didn't work for me",Trisha Chakraborty,4 months ago
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Highly recommended,Terrific product,Srinivas  Katta,"Oct, 2019"
JBL T110BT Wireless Pure Bass Bluetooth Headset,3.9,Unsatisfactory,very low sound even full sound level,shashi thakur,"Sep, 2018"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Wonderful,nice product,Giridharilal  Sharma ,"Oct, 2019"
Beetel B25 Corded Landline Phone,4.1,Could be way better,"Unable to hang on wall can some one please suggest how to fix on wall, the main disadvantage is no speaker",Achyuth Karni,4 months ago
Bose Soundsport Free True Wireless Bluetooth Headset,4.3,Bad quality,Sound is not really great. comes out of the ear with everytime my vehicle hits a bad road. only right bud works during calls which is kind of annoying. didn't expect Bose to offer something like this. it's a waste of money. Either go for Apple pods if you have an iPhone or try skullcandy buds which are half the rate and double the experience. HUGE disappointment. stuck with this white elephant now.,Manish Thakur,"Oct, 2019"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Wonderful,"no words,, supetb?????thkuuu flipkart????awsome sound clarity,, spr design and build up,,, battry back up is quite ok,, but overall 4.8/5",Flipkart Customer,"Oct, 2019"
Beetel B25 Corded Landline Phone,4.1,Nice product,Nice... Low range budget good product...,Suvranil Pradhan,4 months ago
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Mind-blowing purchase,Its a package of all goodness! 😍😍😍,Vibhuti  Sawant,"Oct, 2019"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Perfect product!,nice,Jackson Ckz,"Oct, 2019"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Terrific,good product.,Jithin Jithin,"Oct, 2019"
Mivi Roam 2 5 W Portable Bluetooth Speaker,4.5,Awesome,Amazing,Sumanta Hazra,"Oct, 2019"
SAMSUNG Metro 313,4.2,Awesome,Super mobile..,Prabhas  Katakam,"Sep, 2020"
SAMSUNG Metro 313,4.2,Worth every penny,Nice,Satya Prasad Swain SP,"Sep, 2020"
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Samsung j2,Good,Mohd Nadeem ,"Mar, 2019"
SAMSUNG Metro 313,4.2,Good,Good,Rudra  Narayan behera,"Aug, 2020"
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Classy product,good,Bikram Bhat,"Mar, 2019"
SAMSUNG Metro 313,4.2,Worth every penny,No. 1 quality,Geetanand  Akkangire,"Aug, 2020"
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Value-for-money,goof,Gourahari  Saint,"Mar, 2019"
SAMSUNG Metro 313,4.2,Brilliant,Good,Nooka Raju,"Jul, 2020"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Nice product,Very nice products sound quality is very good and battery life very well,Deepak,2 months ago
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Good quality product,awesome,Azam khan,"Mar, 2019"
boAt Bassheads 103 Wired Headset,4.3,bijoy,worth for price,Flipkart Customer,6 months ago
SAMSUNG Metro 313,4.2,Nice product,Good for calling and battery back up,Somnath Dey,"Jul, 2020"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Simply awesome,Good,Mohammad  Azhaan,2 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Great product,V good,Alok Kesarwani,"Jun, 2020"
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Simply awesome,Good product,Puja Laha,"Mar, 2019"
boAt Bassheads 103 Wired Headset,4.3,Best in the market!,Better than bassheads 100.. go for it!,Irsath,6 months ago
SAMSUNG Metro 313,4.2,Expected a better product,Charger was not in the box which leads one to believe it was not a new piece.,R R,"Jun, 2020"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Nice,Think think he ok product,Rahul kumar,2 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Utterly Disappointed,Not working properly got damage software program problem,Sandeep Verma,"Jun, 2020"
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Worth the money,Good phone,Mohammad Akhtar Aasvi,"Mar, 2019"
boAt Bassheads 103 Wired Headset,4.3,Good quality product,Good sound clarity & high bass,Pottala Raju,6 months ago
SAMSUNG Metro 313,4.2,Perfect product!,Very nice,Deepak Yadav ,"May, 2020"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3,Very Bad Product,It is torned after 2 days not recommended.,Sahabul  Haque ,2 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Wonderful,"DELL IS ""WELL""",Vishal  Chaurasia,"Jun, 2020"
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Brilliant,Good one,Flipkart Customer,"Mar, 2019"
